ID,Deutsch,Norwegisch,Artikel,Wortart,Herkunft,Lektion,Level_Papa,Level_Mama,Zuletzt_Papa,Zuletzt_Mama,Letztes_Ergebnis_Papa,Letztes_Ergebnis_Mama,Richtig_Papa,Falsch_Papa,Richtig_Mama,Falsch_Mama,Beispielsatz_NO,Beispielsatz_DE,Notiz,Aktiv
NO0001,italienisch,italiensk,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0002,arbeiten,arbeide,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0003,ja,ja,,,Sonstige; Norsk for deg,,1,0,,,,,0,0,0,0,,,,ja
NO0004,ich,jeg,,,Sonstige; Norsk for deg,,0,0,,,,,0,0,0,0,,,,ja
NO0005,alle,alle,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0006,alle zusammen,alle sammen,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0007,"kann, kannst ...",kan,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0008,kommen,komme,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0009,Au-pair,au pair,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0010,nur,bare,,,Sonstige; Norsk for deg,,0,0,,,,,0,0,0,0,,,,ja
NO0011,können,kunne (kan),,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0012,Tag,dag,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0013,sie (Plural),de,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0014,frei,ledig,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0015,lernen,lære,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0016,Sie,De,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0017,Lehrer/-in,lærer,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0018,dort,der,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0019,ein bisschen,litt,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0020,bedeuten,bety,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0021,Sahnetorte,bløtkake,en/ei,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0022,Tisch,bord,et,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0023,gut,bra,,,Sonstige; Norsk for deg,,1,0,,,,,0,0,0,0,,,,ja
NO0024,Gebrauch,bruk,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0025,"gebrauchen, benutzen",bruke,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0026,Limonade,brus,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0027,Brot,brød,et,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0028,trinken,drikke,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0029,oder,eller,,,Sonstige; Norsk for deg,,0,0,,,,,0,0,0,0,,,,ja
NO0030,als (bei Komparativ),enn,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0031,noch,ennå,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0032,noch nicht,ennå ikke / ikke ennå,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0033,norw. Mineralwasser,Farris,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0034,finden (hier: suchen),finne,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0035,Flasche,flaske,en/ei,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0036,für,for,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0037,Vorname,fornavn,et,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0038,formell,formell,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0039,"ziemlich, ganz",ganske,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0040,Ziegenkäse,geitost,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0041,Glas,glass,et,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0042,gehen,gå,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0043,tschüss,ha det,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0044,wie,hvordan,,,Sonstige; Norsk for deg,,1,0,,,,,0,0,0,0,,,,ja
NO0045,Wie geht es dir?,Hvordan har du det?,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0046,warum,hvorfor,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0047,Höflichkeitsform,høflighetsform,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0048,mit Handschlag begrüßen,håndhilse,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0049,nicht,ikke,,,Sonstige; Norsk for deg,,1,0,,,,,0,0,0,0,,,,ja
NO0050,vorbeischauen,innom,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0051,"ja, doch (als Antwort auf eine negative Frage)",Jo(da),,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0052,Cafeteria,kafeteria,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0053,in einer Cafeteria,på kafeteria,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0054,Kaffee,kaffe,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0055,Kuchen,kake,en/ei,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0056,kaufen,kjøpe,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0057,Tasse,kopp,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0058,"Creme, Schlagsahne",krem,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0059,mögen,like,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0060,Lunch,lunsj,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0061,"Essen, Lebensmittel",mat,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0062,mit,med,,,Sonstige; Norsk for deg,,0,0,,,,,0,0,0,0,,,,ja
NO0063,"mich, mir",meg,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0064,aber,men,,,Sonstige; Norsk for deg,,0,0,,,,,0,0,0,0,,,,ja
NO0065,Mittagessen,middag,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0066,zu Mittag essen,spise middag,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0067,weniger,mindre,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0068,hallo,morn,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0069,viel,mye,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0070,müssen,å måtte,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0071,etwas,noe,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0072,Norwegischlehrer/-in,norsklærer,en,Substantiv,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0073,oft,ofte,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0074,belegtes Brot mit Garnelen/Krabben,rekesmørbrød,et,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0075,Brötchen,rundstykke,et,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0076,später,senere,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0077,"sagen (sage, sagst ...)",si (sier),,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0078,Sitte,skikk,en,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0079,Sitten und Gebräuche,skikk og bruk,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0080,Schinkenbrot,skinkesmørbrød,et,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0081,lieb,snill,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0082,"bitte, sei so gut ... (wenn man um etw. bittet)",vær så snill ...,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0083,essen,spise,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0084,hungrig,sulten,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0085,Hunger haben,være sulten,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0086,üblich,vanlig,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0087,normalerweise,vanligvis,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0088,nehmen,ta,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0089,danke,takk,,,Sonstige; Norsk for deg,,1,0,,,,,0,0,0,0,,,,ja
NO0090,warm,varm,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0091,am schlechtesten,verst,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0092,Zeit,tid,en/ei,Substantiv,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0093,nicht schlecht,ikke så verst,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0094,Ich habe keine Zeit.,Jeg har ikke tid.,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0095,"weiß, weißt...",vet,,,Sonstige,,2,0,,,,,0,0,0,0,,,,ja
NO0096,durstig,tørst,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0097,Durst haben,være tørst,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0098,wissen,vite (vet),,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0099,Bier,øl,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0100,entschuldige!,unnskyld!,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0101,Entschuldigung!,Unnskyld!,,,Sonstige,,0,0,,,,,0,0,0,0,,,,ja
NO0102,ach,å ja,,,Sonstige,,1,0,,,,,0,0,0,0,,,,ja
NO0103,die Handsäge,håndsag,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0104,die Schere,saks,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0105,die Schraube,skrue,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0106,die Mutter,mutter,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0107,der Schraubenschlüssel,skiftenøkkel,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0108,der Holzhammer,trehammer,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0109,die Rohrzange,rørtang,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0110,das Maßband,målebånd,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0111,der Nagel,spiker,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0112,der Hammer,hammer,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0113,das Schleifpapier,sandpapir,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0114,die Wasserwaage,vaterpass,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0115,die Kombizange,kombitang,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0116,der Schraubenzieher,skrutrekker,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0117,die Bügelsäge,buesag,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0118,das Teppichmesser,teppekniv,,Substantiv,Pons Bilderbuch Norwegisch,,0,0,,,,,0,0,0,0,,,Die Heimwerkstatt - Hobbyrommet,ja
NO0119,sich grüßen,hilse på hverandre,,Verb,B1-4/26,,1,0,2026-04-25T20:42:25Z,,richtig,,2,0,0,0,,,,ja
NO0120,rufen; (sich) nennen,kalle,,Verb,B1-4/26,,1,0,2026-04-25T20:42:29Z,,richtig,,2,0,0,0,,,,ja
NO0121,treffen,å møte,,Verb,B1-4/26,,1,0,2026-04-25T20:42:35Z,,richtig,,2,0,0,0,Jeg møter deg.,Ich treffe dich.,,ja
NO0122,sich treffen,å møtes,,Verb,B1-4/26,,1,0,2026-04-25T20:42:40Z,,richtig,,2,0,0,0,Vi møtes.,Wir treffen uns.,,ja
NO0123,Aussprachehinweis,"ung, tung, sunget",,Aussprache,B1-4/26,,1,0,2026-04-25T20:42:46Z,,richtig,,2,0,0,0,,,"Aussprachehinweis, keine eigentliche Vokabel",nein
NO0124,Verwandtschaft; Familie; Geschlecht (im Sinne von Familie),slekt,en/ei,Substantiv,B1-4/26,,1,0,2026-04-25T20:42:56Z,,richtig,,2,0,0,0,,,,ja
NO0125,verwandt sein mit jemandem,å være i slekt med noen,,Ausdruck,B1-4/26,,0.5,0,2026-04-25T20:39:10Z,,richtig,,1,0,0,0,,,,ja
NO0126,Geschlecht (f. eks. grammatisches Geschlecht),kjønn,et,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:42:22Z,,richtig,,1,1,0,0,,,"f. eks. hankjønn, hunkjønn",ja
NO0127,Ehepartner/-in,ektefelle,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:39:39Z,,richtig,,1,0,0,0,,,"en (ekte)mann, ei/en kone",ja
NO0128,sowohl ... als auch,både ... og...,,Konjunktion,B1-4/26,,0.5,0,2026-04-25T20:39:42Z,,richtig,,1,0,0,0,,,,ja
NO0129,vielfältig; vielfach,flerfoldig,,Adjektiv,B1-4/26,,0.5,0,2026-04-25T20:39:50Z,,richtig,,1,0,0,0,,,Vorlage: veldig mange,ja
NO0130,die Großfamilie,storfamilie,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:39:57Z,,richtig,,1,0,0,0,,,,ja
NO0131,das Familientreffen,slektstreff,et,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:40:01Z,,richtig,,1,0,0,0,,,,ja
NO0132,der Bauernhof,gård,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:40:06Z,,richtig,,1,0,0,0,,,,ja
NO0133,altmodisch,gammeldags,,Adjektiv,B1-4/26,,0.5,0,2026-04-25T20:40:14Z,,richtig,,1,0,0,0,,,,ja
NO0134,herrlich; wunderschön,nydelig,,Adjektiv,B1-4/26,,0.5,0,2026-04-25T20:40:23Z,,richtig,,1,0,0,0,,,,ja
NO0135,Spaß,moro,,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:40:28Z,,richtig,,1,0,0,0,,,,ja
NO0136,so bald erst mal nicht,med det første,,Ausdruck,B1-4/26,,0.5,0,2026-04-25T20:40:35Z,,richtig,,1,0,0,0,,,,ja
NO0137,das Alten- und Pflegeheim,alders- og sykehjem,et,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:40:44Z,,richtig,,1,0,0,0,,,,ja
NO0138,der Heimatort; die Heimatgemeinde,hjembygd,en/ei,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:40:52Z,,richtig,,1,0,0,0,,,,ja
NO0139,die Kraft,kraft,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:41:03Z,,richtig,,1,0,0,0,,,,ja
NO0140,die Medizinflasche,medisinflaske,en/ei,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:41:09Z,,richtig,,1,0,0,0,,,,ja
NO0141,der Nachttisch,nattbord,et,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:41:14Z,,richtig,,1,0,0,0,,,,ja
NO0142,die Uhrzeit,klokkeslett,et,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:41:17Z,,richtig,,1,0,0,0,,,,ja
NO0143,sich abmühen; kämpfen,å streve,,Verb,B1-4/26,,0.5,0,2026-04-25T20:41:24Z,,richtig,,1,0,0,0,,,,ja
NO0144,die Angestellten,de ansatte,,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:41:29Z,,richtig,,1,0,0,0,,,,ja
NO0145,vermissen,å savne,,Verb,B1-4/26,,0.5,0,2026-04-25T20:41:35Z,,richtig,,1,0,0,0,,,,ja
NO0146,verbittert,bitter,,Adjektiv,B1-4/26,,0.5,0,2026-04-25T20:41:38Z,,richtig,,1,0,0,0,,,,ja
NO0147,sich erinnern,å minnes,,Verb,B1-4/26,,0.5,0,2026-04-25T20:41:43Z,,richtig,,1,0,0,0,,,,ja
NO0148,über etwas lange nachdenken; bei etwas verweilen,å dvele ved,,Ausdruck,B1-4/26,,0.5,0,2026-04-25T20:41:55Z,,richtig,,1,0,0,0,,,,ja
NO0149,die Institution,institusjon,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:42:01Z,,richtig,,1,0,0,0,,,,ja
NO0150,witzig,vittig,,Adjektiv,B1-4/26,,0,0,2026-04-25T20:42:06Z,,falsch,,0,1,0,0,,,,ja
NO0151,der Rollator,gåstol,en,Substantiv,B1-4/26,,0.5,0,2026-04-25T20:42:13Z,,richtig,,1,0,0,0,,,,ja
NO0152,Hallo!,Hei!,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0153,lesen,å lese,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0154,Dialog,dialog,en,Substantiv,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0155,Lies / Lest / Lesen Sie den Dialog.,Les dialogen.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0156,heißen,å hete,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0157,Ich heiße ...,Jeg heter ...,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0158,was; hier: wie,hva,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0159,du,du,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0160,Wie heißt du?,Hva heter du?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0161,wo,hvor,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0162,wohnen,å bo,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0163,Wo wohnst du?,Hvor bor du?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0164,in,i,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0165,hier: so,så,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0166,"amüsant, lustig",artig,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0167,Wie lustig! / Wie interessant!,Så artig!,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0168,auch,også,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0169,"versuchen, probieren",å prøve,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0170,"nun, jetzt",nå,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0171,selbst,selv,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0172,Versuche/Versucht/Versuchen Sie es nun selbst.,Prøv nå selv.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0173,kommen,å komme,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0174,aus; von,fra,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0175,Danke.,Takk.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0176,hier: für,for,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0177,letzte / r / s,sist,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0178,Danke für das letzte Mal.,Takk for sist.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0179,gut,god,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0180,Morgen,morgen,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0181,Guten Morgen.,God morgen.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0182,Guten Tag. / Guten Morgen. / Hallo.,Morn.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0183,Tag,dag,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0184,Guten Tag.,God dag.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0185,Abend,kveld,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0186,Guten Abend.,God kveld.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0187,hören,å høre,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0188,anhören,å høre på,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0189,die Dialoge,dialogene,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0190,und,og,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0191,hier: setzen,å sette,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0192,Kreuz; Kreuzung,kryss,et,Substantiv,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0193,ankreuzen,å sette kryss,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0194,Kreuze/Kreuzt/Kreuzen Sie an.,Sett kryss.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0195,sein,å være,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0196,Line ist ...,Line er ...,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0197,von hier,herfra,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0198,Woher kommst du? / Woher kommen Sie?,Hvor kommer du fra?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0199,von dort,derfra,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0200,nein,nei,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0201,es; das,det,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0202,"Ja, das bin ich.","Ja, det er jeg.",,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0203,dir; dich,deg,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0204,Was ist mit dir?,Hva med deg?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0205,"sprechen, reden",å snakke,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0206,Norwegisch; norwegisch,norsk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0207,Sprichst du / Sprechen Sie Norwegisch?,Snakker du norsk?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0208,sehen,å se,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0209,ansehen,å se på,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0210,Bild; Foto,bilde,et,Substantiv,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0211,die Bilder / Fotos,bildene,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0212,Sieh dir / Seht euch / Sehen Sie sich die Bilder an.,Se på bildene.,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0213,welche (Plural),hvilke,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0214,Sprache,språk,et,Substantiv,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0215,Welche Sprachen ...?,Hvilke språk ...?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0216,man,man,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0217,"dort, da",der,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0218,Italienisch; italienisch,italiensk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0219,Deutsch; deutsch,tysk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0220,Englisch; englisch,engelsk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0221,Griechisch; griechisch,gresk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0222,Russisch; russisch,russisk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0223,Spanisch; spanisch,spansk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0224,Türkisch; türkisch,tyrkisk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0225,Dänisch; dänisch,dansk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0226,Schwedisch; schwedisch,svensk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0227,Französisch; französisch,fransk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0228,Polnisch; polnisch,polsk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0229,Niederländisch; niederländisch,nederlandsk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0230,Finnisch; finnisch,finsk,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0231,Bist du Deutsche / r?,Er du tysk?,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0232,"ein wenig, ein bisschen",litt,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
NO0233,gehen,å gå,,,Norsk for deg,Lektion 1,0,0,,,,,0,0,0,0,,,,ja
